,name,gmap_id,category,avg_rating,num_of_reviews
9120,Subway,0x809ade4de9b6ddd5:0x792043304050b37a,restaurant,3.2,88
9139,Tasty Gourmet,0x80852b6cffef7dad:0x7d5d7e915a336e76,restaurant,4.8,27
9140,Lucky Café,0x809ad0c35a1bf0bd:0xc5c2cf3484527d75,restaurant,3.6,54
9146,La Superior Mercados,0x809ad00785d65e1b:0x2b04a0a4069d19f5,restaurant,3.6,128
9149,Dane's Bakery,0x809adabe0e9412ef:0x3f5c7f8725ab5333,restaurant,4.6,37
9152,Popeyes Louisiana Kitchen,0x809ad7b358158b6f:0x92c87f5a259d2d42,restaurant,3.2,390
9173,Costco Food Court,0x809adfafd8d4c91d:0x448e74c85984465d,restaurant,4.1,98
9183,Little Caesars Pizza,0x8084d0f2deb5f5df:0xd465b71f1b0a1ad9,restaurant,4.1,234
9190,CHEESESTEAKS,0x809ad779bec360bb:0x64a4e1ab49dec7fe,restaurant,4.6,68
9194,Lincoln Plaza Cafe (CalPERS),0x809ad131a72f5c4b:0xb7f7a6d1c7d4ae8a,restaurant,4.2,28
9200,La Fogata Restaurant,0x8084d0e3df64126f:0x8846050f2f71eca8,restaurant,4.0,98
9201,Shabu | Japanese Fondue,0x809ad0df00abc1e7:0xfe54d1168c2de9d,restaurant,4.0,41
9228,Happy Bar,0x809ac372724f48d5:0x492de880f2c95060,restaurant,4.2,118
9230,Taqueria Sanchez,0x809ad76f486ac11b:0xc5dae1fd60200e21,restaurant,4.5,88
9231,Los Nopales Carniceria & Taqueria,0x809ad982caa55fb5:0x96548d1fd3ea9692,restaurant,4.6,158
9244,Poke Noke Palladio,0x809ae526a77292dd:0xa59a1adec5c83437,restaurant,4.6,32
9272,Cellar Bistro,0x809ad6ccd685fa5f:0x408c7c6ede78c3df,restaurant,4.5,53
9273,Natomas Café,0x809ad6ee4f2f4739:0x237f781f96fb1c3d,restaurant,4.4,28
9289,Sierra Nevada Draught House,0x809ad12d008088f3:0xe04859b0c109f853,restaurant,5.0,2
9310,Red Runner Pizza,0x809ad989aba327db:0x68eff7bd1593659a,restaurant,4.1,156
9311,La Superior Mercados,0x809ad73dca32b56f:0x5285244a8e7e587c,restaurant,3.7,163
9336,Mariscos Las Playitas,0x809ac5de2fc8b6fd:0xbb6cf34cef7f049e,restaurant,4.6,38
9338,Taco Truck,0x809ac563f66226dd:0xb363584600598fbf,restaurant,4.8,15
9341,2020 Cafe,0x809ad7c38dfa271b:0x244778e6be664b72,restaurant,4.4,8
9342,Ambiance Lounge,0x809ad7d68bf541d9:0x90aa367740654c68,restaurant,4.2,123
9344,Hao Bao Dumplings,0x809ad11bc138ed99:0x9476a4e45f013429,restaurant,4.3,44
9350,Vibe Health Bar,0x809ae5b4c410386f:0x1a703d40465d95e1,restaurant,4.3,38
9355,I Shanghai Delight Sacramento,0x809ad735dd5467d7:0x5ff2a786e62f7685,restaurant,4.3,28
9356,Noodles To Thai For,0x809ad0fbd2eda9c3:0xdd9cb699e4108b0,restaurant,4.7,176
9357,La Bou Bakery & Cafe,0x809ad129b4837d57:0x23a1e79303a487a8,restaurant,4.4,98
9359,Family Restaurant Mediterranean Food,0x809adf491d1a6901:0xab32ce9b4ace934d,restaurant,4.8,138
9372,Flamingo Banquet Hall,0x809ac5a815dd17ab:0x48e65670ef5726fd,restaurant,3.9,48
9375,Bennigan's,0x809ad129a200f61f:0xf65ba46802a770b7,restaurant,3.3,158
9398,Panda House,0x809ad1ed40d29243:0xdf45930f744e6e78,restaurant,3.7,15
9402,El Sabor De Mi Tierra Colombian & Mexican Food,0x809ad5e494b8e53f:0x8e314597cd69e3d3,restaurant,4.5,18
9406,Abyssinia Restaurant,0x809ada4b520f6dd5:0xfe51bf7054168ff9,restaurant,4.6,238
9423,Heng Fat,0x809ac1645115fc83:0xe8845fd6a1ec5d2d,restaurant,4.4,271
9446,Seafood House Quan Oc,0x809ac56df083e82f:0xd49c997ce0be9684,restaurant,4.5,38
9448,Taqueria Maya's,0x809ad4692e7d91f7:0x73cdbf79ece7d73f,restaurant,4.6,217
9449,Yolanda's Tamales Factory,0x809acf56e71e26f7:0xf60ecca2ec1b42a4,restaurant,4.3,65
9453,Burgerim,0x809ace086f155555:0x55e050cb7fc91267,restaurant,3.5,78
9458,C J Teriyaki,0x809ad1c95e4cda1f:0x7dd35f59e8001c50,restaurant,4.5,58
9469,Q Street Bar & Grill,0x809ad0e781b97643:0x3a4d9e5a1a5d5991,restaurant,4.5,167
9475,Flowers Fish Market & Restaurant,0x809ad068f215ee4d:0x74bb93ff4e85191,restaurant,4.2,215
9476,Birrieria Moy Gume & Resturant,0x8084d1733be2305d:0x7e0663b33c615813,restaurant,5.0,3
9489,Sky KTV,0x809ad6cd1eda1557:0x37840fae863ed82d,restaurant,4.1,145
9493,Panda Express,0x809adaf285946a7d:0x4e227dd693c617a9,restaurant,3.7,88
9501,Cake Castle Bakery,0x809ac57bf645e6b1:0x60eada56ff8321cb,restaurant,4.7,145
9510,Fireside Lanes,0x809adf91883ea035:0x504f34ea1c4950ee,restaurant,4.4,117
9514,Subway,0x809ad03cde550a89:0xa1bc44b763cfd1c8,restaurant,3.3,36
9515,Saigon Bay Express,0x809ada8bae44034f:0xa7686b5184f2c326,restaurant,3.9,56
9518,Starbucks,0x809adb46b57d273f:0xda977e50477e59e,restaurant,4.1,18
9521,Taco Loco Taqueria,0x809ae6997e21b8db:0x2a18efa13f1a1c3,restaurant,4.2,417
9527,Rita's of Galt,0x809aa2c5630c0157:0x301f0724632b8b01,restaurant,4.2,44
9530,Subway,0x809aa2cf8bb5cf27:0x41cd9ad43f4feb73,restaurant,3.2,65
9535,Yan's Chinese Hot Food,0x809aa2d057e8da39:0x7c6f10d895aace77,restaurant,4.3,38
9539,Hoa Viet Noodle and Grill,0x809ac5d92b00f789:0x4278cabca77eedf7,restaurant,4.3,218
9543,TOGO'S Sandwiches,0x809ac6bf3249ff67:0x3d98e6536c4a1e02,restaurant,4.1,96
9547,Pressed Juicery,0x809ad0de39540db3:0xe061500237e6e265,restaurant,4.7,66
9554,Panchito Mexican Restaurant,0x809adf9423fcb9dd:0xe02547ed5c088712,restaurant,4.7,238
9561,Little Caesars Pizza,0x809ad98396d82a6b:0x164d77f0dcd03eb,restaurant,3.8,503
9567,Taqueria El Tapatio,0x809ae689597b27e5:0xa61211560e8083fb,restaurant,4.3,105
9588,Side Burn BBQ and Brew-West Sac,0x809ad184cec6ce41:0xa0b5ca83548ff8b3,restaurant,3.6,5
9612,Mecca Club,0x809ad4247768714f:0x64fbd0c510e5b60d,restaurant,4.3,144
9613,Ramona's | Comida Mexicana,0x809ad73dbbfe5ef1:0x8d44e45e65497c0f,restaurant,4.5,118
9614,Tree House Cafe - West Sacramento Riverfront,0x809ad75f226cfcc7:0xf0b16a43bd369e3e,restaurant,4.7,84
9618,Frenchies Wings & Things,0x809ad759033b0bc1:0x510166c21d4abe4f,restaurant,4.6,206
9619,Guinevere's Café and Bistro,0x8084d0e46ed8f183:0xede5a7041722832d,restaurant,4.4,105
9626,Subway,0x809add86a369392d:0xb56cdc64655d957e,restaurant,3.5,88
9629,Mystique Dining,0x809ae6ab6948cb79:0xf610cc9a9c20c417,restaurant,4.7,148
9631,Deli Delicious,0x809ade19b018cdad:0x4449be775a718e70,restaurant,4.2,48
9633,Milan Pizza,0x809add838e091a89:0x4adbfffe563d6f9a,restaurant,4.5,148
9640,Quickly,0x809b29e47b910cdf:0xa41312bbf206efc1,restaurant,4.4,94
9641,The Press Bistro,0x809ad0db88ee6cd9:0xc886cabbf84e99e4,restaurant,4.6,185
9643,Carnitas El Rincon - Sacramento,0x809adba6f9ada36b:0xa31b1b5cb7ce1062,restaurant,4.7,46
9646,Chan’s Restaurant,0x809ad0716fe383d5:0xc7cd10a93b9f756a,restaurant,4.5,168
9663,Oasis Burger & Shake,0x809adbc4427f1393:0x8c6e31b965792d9b,restaurant,4.4,178
9673,China Palace Restaurant,0x809adaa9dd0fd453:0x7eb1191559e1b738,restaurant,4.4,38
9682,The Sandwich Spot,0x809ad637b9c4d503:0xfd85b6fbb7f6845e,restaurant,3.8,38
9685,Subway,0x809ac6f69dbbcdfd:0xe742bd2b990837c,restaurant,4.1,38
9686,Bo Urban Corner,0x809ae50e3592641b:0x75f2266e81c0d993,restaurant,4.9,44
9692,Rafa´s Mexican Food,0x809b29df941b4d07:0x63e5d8021b45f052,restaurant,4.3,108
9694,Famous Pizza,0x809acff06857101d:0x72821a805089113e,restaurant,4.4,147
9698,Don Quixote's,0x809ad64982afd58b:0xd0cd582cea164dcd,restaurant,4.5,213
9700,Poke Ichii,0x809acfb5d266175f:0x3e2a114249a7a34e,restaurant,4.8,8
9701,YoYo Cafe,0x809ac5b68b68599b:0xfa481e480a6523c0,restaurant,4.1,54
9719,Sun Sky Indian Restaurant & Sweet Shop,0x809ac6762dcdc06d:0xb2ff520c7464a4c0,restaurant,4.6,33
9724,Vibe Health Bar,0x809ad060a2976df9:0xadde25b1c06cca07,restaurant,4.3,158
9727,Java Cherry,0x809adf081d32f40b:0x437ec28ef20c2560,restaurant,4.7,68
9742,Burr's Fountain,0x809ada801b4ff31f:0xb62e197fbf55a1ac,restaurant,4.3,105
9743,Starbucks,0x809ad118e7ec6c75:0xfc253526815340f5,restaurant,3.7,53
9744,Rockin Crawfish Sacramento,0x809ac56878ec52bf:0x76fd381b6f0921d8,restaurant,4.2,278
9748,Yummy Choice,0x809ad1266d5b7281:0xdb84cf3fa43b96a4,restaurant,3.8,28
9751,Mr. Pickle's Sandwich Shop,0x809ae69bdba9d2a9:0x5d2f289504fd5a02,restaurant,4.1,138
9764,Hao Bao Dumplings,0x809ac52fbc1bb371:0x45c92367367b8a60,restaurant,4.4,137
9779,Roots Coffee,0x809ad1b45bf4db07:0x21c0dd9b745d5f81,restaurant,4.4,58
9783,House Kitchen & Bar,0x809ad12dcf9cdddf:0x54374613ef1e44b4,restaurant,4.6,237
9785,Pretty Sweet,0x809ae50661630dbd:0x37a66c40c8b313e4,restaurant,4.4,124
9794,Orchid Thai Express,0x809ad646008c7431:0x87d45cf366692e1e,restaurant,4.6,38
9800,Rita's Italian Ice & Frozen Custard,0x809ae41baf001257:0xff5bc06ee934b0f6,restaurant,4.8,68
9806,Chopsticks Express,0x809ad21ee88828e3:0x97097262c8e64e1a,restaurant,4.4,118
9813,SF Vietnamese Sandwiches,0x809ad1af823c2927:0x80d42eaf5624aa75,restaurant,4.2,28
9828,Gold Club Centerfolds,0x809ae78158693729:0x1b7032f9e331dee2,restaurant,3.7,88
9833,Taqueria La Bonita,0x809add3be2734795:0x50799069b3f351d6,restaurant,4.5,208
9841,Wing's Restaurant,0x809ad09098da6b07:0x8406581b6209b588,restaurant,3.7,86
9859,Tea Rex,0x809ac8efe05de4f3:0x43044f5f27b8ce91,restaurant,4.5,155
9860,The Habit Burger Grill,0x80852972dd12ed59:0x260b7ba5af9dbe8,restaurant,4.2,38
9868,Sugar Bake Cupcakes,0x809add3658a8232f:0xe48973d889b899f9,restaurant,4.7,64
9873,Subway,0x809adbdb49c04f4b:0xdf9745886610d85b,restaurant,2.0,1
9880,Pitas are us,0x809ae536d1562e29:0xbbb014f9cf71f602,restaurant,4.6,277
9882,Burgerim Gourmet Burgers,0x809ac675fd90f181:0xf2ab5f8f75a10730,restaurant,4.1,228
9887,Round Table Pizza,0x809ada805c53428d:0x53503ed7a3148107,restaurant,3.9,173
9889,The Pizza Press (Natomas),0x809b298e35e83d35:0x88efecf12c88a8c2,restaurant,4.4,88
9893,Kaveri Madras Cuisine,0x809ada4d184833db:0x5bdd1bd9f953e0e1,restaurant,4.4,428
9911,Freebirds World Burrito,0x809b29df655e1b99:0x50fa31443e5f4392,restaurant,4.3,344
9915,Dickeys Barbecue Pit,0x809ad3dfa6dbe67d:0x8d30b78e8f566dbd,restaurant,3.9,54
9919,TOGO'S Sandwiches,0x809ac67e82adfe8b:0x227d927966b93af3,restaurant,4.3,173
9921,Hasu | Teriyaki and Sushi,0x809ae486e9a78809:0x59a59837ae5b2fe9,restaurant,4.8,118
9923,Tea Republic,0x809adfdd5d983c53:0xed5bc367efc35c6d,restaurant,4.5,176
9926,Patong Beach Thai Cuisine,0x809adbb4b2df6bb9:0x196b57dee9056bd,restaurant,4.6,75
9930,PhilHouse,0x809ac6bf510ef0cf:0x432ff5f5fead554e,restaurant,4.4,28
9939,Culinary Farms Inc,0x8084d11cb7c64d95:0x4a7e6241e24092eb,restaurant,4.2,5
9966,Pho Hoan Kiem,0x809ad13c6bad03f1:0x81bff1678d09e96d,restaurant,4.3,44
9969,Molcajetes Apatzingan,0x809ad0225641b8d5:0x141945111459e9bb,restaurant,4.3,78
9985,Jimboy's Tacos,0x809ad1051e6288e5:0xc199b0cbf4f80c5f,restaurant,3.9,48
9987,Subway,0x809ad0d64977d7eb:0xfd789f174813988f,restaurant,4.1,94
9991,Pluto's,0x80852972dd12ed59:0x4b91071e9f6de5a,restaurant,4.3,168
9992,Panera Bread,0x809add4794458fb3:0x1c3fbdb74508b9c9,restaurant,4.2,338
9994,Holiday Villa,0x809ace239f6b7271:0x532fe32491d307d0,restaurant,3.6,75
9995,Woodlake Tavern,0x809ad745a7b2a31f:0xcc76334f5612a8ca,restaurant,4.6,358
9997,Lighthouse Bar & Grill,0x809ad4029355a40b:0x2d329b9e17a9f1f4,restaurant,4.1,148
10000,Papa Murphy's | Take 'N' Bake Pizza,0x809ad6b1eddd8f2f:0xc941af5ac205aed8,restaurant,4.6,138
10011,Maxine's Drive In,0x809ad746823b42dd:0x83c601a8a8d5ba64,restaurant,4.5,104
10018,Ray's Cafe,0x8084d09186ac932d:0x4ee498bdbee80e,restaurant,4.5,8
10020,Perry's Cozy Diner,0x8084d1ab2878e663:0x8191108bb99486de,restaurant,3.9,54
10028,The Crazy Bakery,0x8084d1009782409f:0xc23f20160fe8eb1b,restaurant,4.2,98
10037,Popeyes Louisiana Kitchen,0x8084d0f2d47ee79f:0xd7a6422a24ea415d,restaurant,3.5,138
10044,Marco’s Pizza,0x809ad38d52c7f6c5:0x8a3c64853cdc99c5,restaurant,4.3,118
10058,Ramen Hook,0x808529a964658ba5:0x6aeea81fd12ea8bc,restaurant,4.0,88
10070,La Tatema,0x809ad71617f8a05d:0x8069230de9aa94ec,restaurant,3.5,6
10071,Espresso Metro,0x809ad054a9377107:0x90ffba6a5f82f9d0,restaurant,4.6,208
10072,Pizzeria Urbano,0x809ad0db36beaf0f:0x1623e5e48ede36c0,restaurant,4.3,138
10079,Jim's Good Food,0x809ad10e9628e319:0x6ed275122231a208,restaurant,4.5,14
10080,Lucky Wok Chinese Restaurant,0x809adbb8b0e2b805:0x1280e35ad3e0b578,restaurant,3.9,408
10083,Cathay Express,0x809ada2d777167f1:0x5a2d3788ec3ef22c,restaurant,4.1,238
10084,Subway,0x809ada30b3b7f5c5:0x44b191ebe97c2721,restaurant,4.3,68
10103,Panaderia La Purisima,0x809ad4106ce30049:0x2fb19f2f65d322f,restaurant,4.6,28
10105,Cold Stone Creamery,0x809ae500eb44816b:0xbff621ce0e57b3f3,restaurant,4.4,118
10107,Andy's Tokyo Sushi,0x809afab82e878f91:0x689248135acc3eaa,restaurant,4.5,248
10108,WingShop,0x809ae7a67e141709:0x5f662e0b04592e4,restaurant,2.6,33
10116,Starbread,0x809ac59390b6e243:0x8ed6a7cf006c0cbd,restaurant,4.7,328
10130,Kim's Chinese Restaurant,0x809add6c8c60d45d:0x4d7bd0d95d238b9d,restaurant,3.9,166
10132,Delicias Taco Truck,0x809ac56e39e55555:0x84e2b9fc886b3c92,restaurant,4.9,18
10136,The Chocolate Architect,0x809ae0b69bd1c045:0x7ed985dd89351259,restaurant,4.6,108
10137,Marrakech,0x809ada33692b196b:0x43a6f8257393718a,restaurant,4.5,55
10138,Galt China Express,0x809aa2d01c5034c1:0x5c139f9a2763c7a0,restaurant,4.3,118
10139,Zacatecas Mexican Restaurant,0x809abd02fd7a82e1:0x92c7517dc6c83712,restaurant,3.7,178
10141,Full Moon Palace,0x809aa2daa1000115:0x6cad3fd0a74ff29,restaurant,4.5,65
10143,Mandarin Garden,0x809ac4ab00a1df77:0x4be4217e687beec4,restaurant,4.5,58
10153,Starbucks,0x809aa3a71b02c1f9:0xc2689b4f128a5003,restaurant,4.2,58
10163,WinCo Pizza,0x809ae69c1fdc598b:0x5792b239182ed901,restaurant,4.7,8
10165,Hometown Taiwanese Kitchen & Bar,0x8085297cdbe5cff1:0x97c897e602a29781,restaurant,4.2,88
10166,Huku Japanese Bistro,0x80852bb8906487d5:0xd2db451d56094136,restaurant,4.4,225
10184,Fortune Chinese Food Take-Out,0x809ad04491b2ff73:0xde36c25b5c31fdb0,restaurant,4.6,258
10190,Highland Chinese Restaurant,0x809ad8aeda5886f1:0x18d031313b1045fa,restaurant,4.2,202
10201,Safeway,0x809ada584b8b27d1:0x40064d89252e0283,restaurant,4.5,8
10205,Fins Market & Grill,0x809adaffef366853:0x6e8e7121107a9e76,restaurant,4.0,48
10206,Moe's Southwest Grill,0x809ade1a2496628d:0x773c41f6fce1d14d,restaurant,3.8,124
10214,Vega's Underground,0x809b3d232774046f:0x8768b9a6d705868d,restaurant,4.2,76
10216,Gateway Bar,0x809b2b72335796e3:0xfb0d68e7f0b8c7e4,restaurant,4.1,128
10222,Burgers and Brew,0x809b2b703c0747b1:0x2f6111dfb94fdb10,restaurant,2.5,33
10224,Famous Famiglia,0x809b2b97e6f4ea65:0xb8870e246197bf94,restaurant,2.5,28
10231,The Coffee House,0x8085290f1a094a2b:0x355da5c04f93f150,restaurant,4.2,248
10235,3rd & U Café,0x8085290bbe800637:0x9376107d8739a6a2,restaurant,4.5,138
10236,Wingstop,0x80852974ff9f4947:0x633a81546e1f2ba9,restaurant,3.9,138
10239,Golden Sun Chinese restaurant,0x80852982cf345ef5:0xe4b445df289a2720,restaurant,3.9,48
10243,Dickey's Barbecue Pit,0x808529b65a68354f:0x848d1b17e4b2cf10,restaurant,3.5,88
10248,Eggie's Restaurant,0x809ada353e9ab7af:0x80e9b0c763fd8797,restaurant,4.0,514
10254,Peet's Coffee,0x809adb2611322571:0xe71c3ea1daf18747,restaurant,4.1,135
10255,Pegasus Bakery & Café,0x809ac56efcc922bb:0x6bf4bca4b39eba1a,restaurant,4.4,132
10258,Star KTV Lounge & TeaHub,0x809ad1e7de35aef7:0x96f5717c805c64de,restaurant,4.4,55
10264,Changs Thai Cuisine,0x809ad64976700001:0x8848a2caf0286e10,restaurant,4.4,126
10274,The Chefs' Olive Mix,0x809ad6cd1412990b:0x8a3bf3c385b92227,restaurant,4.8,58
10278,Domino's Pizza,0x809ac51e99fa965d:0xf5fa9ae3db1bcab9,restaurant,3.4,115
10282,Subway,0x809ad463bbcc1027:0xb3fde0770758ef0a,restaurant,3.7,76
10291,KFC,0x809ac6b954f8bcef:0x8caca8499c87e5c5,restaurant,3.8,138
10299,Wingstop,0x809adbda437d8389:0x599ad1e95917f19a,restaurant,3.9,368
10312,Papa Murphy's | Take 'N' Bake Pizza,0x809b29e386ea7b5d:0x97ab44fbc06c63b3,restaurant,4.4,94
10313,Wholey Ravioli Italian Kitchen,0x809aa2cf8bb5cf27:0xed3642571c60dbab,restaurant,4.3,185
10315,Papa Murphy's | Take 'N' Bake Pizza,0x809acf6293d047c7:0xfdaef681645faf59,restaurant,4.3,267
10321,Donuts And Pie,0x809ac63705bb3023:0x6a3b3d35567e17b3,restaurant,5.0,8
10323,Red 88 Noodle Bar,0x808529738127523b:0xde1ae49caf368d3b,restaurant,4.2,258
10327,Cajun Feast,0x808529a99c39d37b:0x779923d89bb8a54b,restaurant,4.3,53
10333,A&W Restaurant,0x809b29fca19c61b7:0xa73d5a8372b4b366,restaurant,3.5,78
10340,Applebee's Grill + Bar,0x8085296fde8fa323:0xddbb9e59a507df9e,restaurant,3.8,208
10343,Lotus Fusion,0x809ad6fb39a20863:0x49141940ef335019,restaurant,4.1,183
10345,El Patio Fresh Mexican Grill,0x808529af9c137887:0x50abd8fbdd16f813,restaurant,4.1,95
10347,Tommy J's Grill & Catering,0x808529739eb69bdd:0xed861d268e6d723d,restaurant,4.7,84
10350,Falafel Corner,0x809addba69390017:0x1f32ec142aacdede,restaurant,4.6,165
10365,Hooters,0x809ada19aa201ebf:0x21473f8135136d5a,restaurant,3.1,35
10367,Subway,0x809ac450e265d347:0x7debfb437238d98b,restaurant,3.9,48
10387,Faces Nightclub,0x809ad0db53d8283b:0x38663df461010fc3,restaurant,4.2,227
10389,A&W Restaurant,0x809ad7452dae2b29:0x5414f40f93e9301e,restaurant,3.6,198
10395,MacQue's BBQ and Catering (Sacramento),0x809ac5441dd6b9e9:0x3a3c18c81eb535ff,restaurant,4.4,17
10398,Little Brazil,0x809ac7169ad31065:0x1153cd6530fc3b45,restaurant,4.6,24
10399,Tsuki Sushi,0x809ad3e0132e07ed:0x7539756e2ab7fada,restaurant,4.5,207
10400,Mints Euro Asian Cuisine,0x809add6c31993b9b:0x264f170ed5c1d124,restaurant,4.6,254
10405,Angels Kitchen,0x809ae40704e39727:0x73cf87e6f4f88362,restaurant,4.5,168
10407,JiuJiu Korean & BBQ,0x809add610073d241:0x4d060cd44f7fc6e7,restaurant,4.6,67
10409,Peache Café,0x809ae6ac8be9575b:0x9f921b7f3b7e727d,restaurant,5.0,3
10411,Brick House Café,0x809ae7a83b7f914f:0x7c6853606ba8e1c5,restaurant,4.7,34
10412,Hing's Chinese Restaurant,0x809adee9ac6f1bd7:0xe694332f302d080e,restaurant,4.5,64
10416,I Love Teriyaki,0x809ad423a88fdedf:0x67b1a87ca4616739,restaurant,4.0,123
10420,Super Pan,0x809ad0d72531618b:0xc5ecad73382c68e9,restaurant,4.6,123
10421,Tamashii Ramen,0x809acf64619a3f43:0x2678c11207857443,restaurant,4.7,18
10434,Thirsty Goat,0x8084d0ede3ba71b7:0x76b92cd0b33a44e3,restaurant,4.1,95
10439,SouthPaw Sushi,0x809ad77430cc2f43:0x2cc2cb378f50af3a,restaurant,4.8,148
10440,Papa Murphy's | Take 'N' Bake Pizza,0x809ad651233e9c1d:0xa873dc351fc2214d,restaurant,4.1,168
10442,The Hotdogger,0x80852973408fe165:0x5fcd44ddafed70f9,restaurant,4.6,158
10450,Domino's Pizza,0x809ae41448d2a42d:0xff5d18ad8aedaa0f,restaurant,3.9,168
10455,TOGO'S Sandwiches,0x809ad63ec2613887:0xe10e6e08b7fa2828,restaurant,3.7,175
10457,Cavanaugh Cafe,0x809acee451d461f3:0x6ae12662b707d1d2,restaurant,4.1,13
10463,B-Side,0x809ad0df8902095d:0x2746cb930696b1f,restaurant,4.5,356
10475,Texas Chicken and Seafood,0x809ad92d66ec0bc5:0xc44c787be9196576,restaurant,4.3,157
10480,Skip's Fish & Chicken,0x809ad1eb80f0605b:0xa67bfac017d8af25,restaurant,4.1,98
10481,Kansai Ramen & Sushi House,0x809adabe0f576211:0x7ffe4ad092b2b8c4,restaurant,4.4,338
10482,PizzaRev,0x809ada85981f4c47:0xd87029850517c0be,restaurant,4.2,278
10491,Cupcake Craving,0x809ada3c744064a5:0x589cf4efd8bc6bf4,restaurant,4.0,165
10497,Little Caesars Pizza,0x809ac593b33e3d99:0xa21895f57d8c0ab6,restaurant,3.7,288
10498,Little Caesars Pizza,0x809aa2d075e86d7f:0x9c8d8217c5c59baf,restaurant,3.7,198
10501,Aroma Panaderia,0x809aa2d0f2fbe77b:0xb2f4c076550519d2,restaurant,4.5,124
10524,Upper Crust Baking,0x8085295cfd0a546f:0x5c90a5398fee40dd,restaurant,4.5,38
10525,Luv 2 Play Folsom,0x809ae59693d72e15:0x4a1531091bc74dee,restaurant,4.4,168
10535,Public House Theater,0x809adaa12ff8aae7:0x7e61adf78ded9dbb,restaurant,4.1,27
10537,Westside Identity Coffees,0x809ad7d830295e7b:0x1745f1092de4145a,restaurant,4.6,133
10542,THAI - The House of Authentic Ingredients,0x809adb27d5f27095:0x2c172019262e4f74,restaurant,4.5,228
10543,South Villa Restaurant,0x809ac57c90083e25:0xa943d689d92ce423,restaurant,4.4,207
10544,Yoshi Japanese Restaurant,0x809ac89ef91d5e4b:0x4ef4607412a5ebb8,restaurant,4.7,173
10545,Old Ironsides,0x809ad1241a7569f5:0x947e35c89ec8e78b,restaurant,4.4,67
10548,Noodles and Company,0x809ac64eca1349cd:0x191b2971c5bbfb4,restaurant,4.1,193
10554,Churchill Arms Pub,0x809ae41b1ea22985:0x3e005df643411fe9,restaurant,4.3,358
10561,Frankenwaffle,0x809ad10b87e1a43f:0xf01c47fd6a92b62d,restaurant,4.6,38
10566,Crest Cafe,0x809ad129bc57cdd9:0xb1a15ccca3062591,restaurant,4.4,256
10567,Shoki Ramen House,0x809ad0e350995681:0xd7e0d2dac55a14c5,restaurant,4.5,187
10573,Subway,0x809ad6b1706a50e7:0x62d46f7afb2294c6,restaurant,3.8,108
10582,TOGO'S Sandwiches,0x809ad404bbbfff09:0xc7902fdf08e1457,restaurant,4.1,135
10587,Variety Donuts,0x809ad4101a525dff:0xb0b9a715c44a6bbb,restaurant,4.8,55
10591,Dickey's Barbecue Pit,0x809b29dfa1cef3ff:0x14fdf22c0173e9a0,restaurant,3.9,174
10593,Charlyne's Rib-Shack,0x809ad7098388c9e1:0xfb4dc203ba96a5a4,restaurant,4.4,187
10607,Kountry Kitchen,0x8084dff2c00d57b9:0x2da36a35adb7b941,restaurant,4.3,134
10609,Sushi Q Japanese Restaurant,0x809ac6b9585bc4b9:0x9d3ea5f924de4c62,restaurant,4.5,276
10628,Curry Kabab Paradise,0x809ad43967bdcead:0x381f14d69aed06a9,restaurant,4.4,258
10629,Jamba,0x809ac64c03705003:0x339c2c89e5bbf4a5,restaurant,4.4,88
10637,Slim & Husky's Pizza Beeria (Sacramento),0x809ad116ef393cfd:0x95f2066676081622,restaurant,4.5,158
10638,Crab N Spice - Sacramento,0x809ac5e91592634d:0xa5f41eb28739b1de,restaurant,4.2,48
10640,Steve's Pizza,0x809ad123eb98e7c1:0x5c236a29313d0f51,restaurant,4.5,38
10650,Pinot's Palette,0x809ac74681a62b37:0x397e5e9bed8c7e88,restaurant,4.8,72
10652,Rich Express Chinese Food,0x809ad8d19f5f9179:0xf16bd2a55d842ded,restaurant,4.6,294
10653,Hot Stone Pizza,0x809ad8d7dc4329eb:0x43732554d301b6d5,restaurant,4.2,227
10655,The Sandwich Spot,0x809acf1dbee08721:0xb8c64a2bb8aea58e,restaurant,4.3,108
10656,String's Italian Cafe,0x809adcafd9836027:0xd1bdd630ddeb6535,restaurant,4.3,227
10659,Crazy Sushi,0x809b29dfa198af55:0x6f339bb6a95783c9,restaurant,4.0,177
10662,El Botanero Sea Food Mexican Restaurant and tacos,0x809adda243a050cb:0xd6b4f1df654dcc2f,restaurant,3.9,97
10682,Wingstop,0x809ad637de1e824f:0x3d0832fd4bc9204d,restaurant,2.6,255
10684,Carl's Jr.,0x809b29df94f3ccf3:0x443935d4e4db9b52,restaurant,3.5,198
10693,Café Á Côté,0x809ad0d7d2dfff1d:0x90294815778be3f1,restaurant,4.6,48
10694,Little Caesars Pizza,0x809ac899181fb04d:0x215f7a08bbeb91c5,restaurant,4.1,158
10695,Little Caesars Pizza,0x809ac6bc0104ff75:0x8b849340138c9b0,restaurant,3.9,253
10698,Taco's EL Rey,0x809add09340db92d:0xe9d87dcf330650ca,restaurant,4.7,75
10703,I Love Teriyaki,0x809ac34b1792ea75:0x19eed708c4f8618e,restaurant,3.2,74
10728,Ravenous Cafe,0x809ace6b043d389f:0x2d2ce33b1929dd7e,restaurant,4.7,48
10739,Go 4 Pizza,0x809ae8399cd71bf9:0xc6375e4e5050b7,restaurant,4.5,296
