gmap_id,category,avg_rating,num_of_reviews
0x809ad03ae8b90b89:0xdff8b8b23fba5b15,['Bakery'],4.5,58
0x809adf8a3228a4d9:0x66fd171e93fea456,['Paint store'],2.6,5
0x809ad0fceb7481c7:0x414d7e82b420600f,['Dentist'],5.0,5
0x809ada4b5f10e207:0x26735cfef3110cc5,['Convenience store'],4.3,13
0x809ace081714b31f:0x2832009bee7c0be7,['Tobacco shop'],4.4,27
0x809adad5059293ef:0x746cf2c93f08f4e8,['Door supplier'],3.5,8
0x809ac6b8f975c55b:0x61c0ebb18ee90668,"['Video production service', 'Design agency', 'Graphic designer', 'Internet marketing service', 'Marketing consultant', 'Photography class', 'Photography studio', 'Website designer', 'Wedding photographer']",5.0,34
0x8085297779e9ee4b:0x927b820ad3c66b09,"['Internet service provider', 'Computer support and services', 'Website designer']",2.6,8
0x809ada199ff18cd3:0x49f71ff0dfdbcf50,"['Costume store', 'Party store', 'Shoe store', 'Wig shop']",4.0,28
0x809ad9b7bc65da1d:0x9f823951335ab044,['Social services organization'],3.6,24
0x809ad9cc83653b47:0x72daf105b87a67b1,['Tire shop'],4.5,25
0x809ad784eb973787:0xf418b7758ca2b5ed,"['Store', 'Entertainment']",3.4,8
0x809adbb85c9427d1:0x957d6048c8c5de13,['Church of the Nazarene'],4.9,8
0x809ac75c2fef3441:0xd20c4b17b42c8f4d,['Auction house'],4.0,45
0x809ac0b529adf927:0x2d021ec53614bde5,['Cemetery'],5.0,1
0x809ac64077756d61:0x8830311018f60a36,['Culture'],5.0,1
0x809ad09290fa817b:0x7f93eeca82c62eb0,['Medical laboratory'],4.5,25
0x809ae41c41255283:0xfe9df228d58620aa,"['Optician', 'Contact lenses supplier', 'Eye care center', 'Sunglasses store']",4.3,8
0x809ad095559b313d:0x855e63abb69bcaf7,"['Orthopedic surgeon', 'Medical group', 'Sports medicine clinic', 'Sports medicine physician']",4.2,8
0x809adaaad502aa37:0xb7049eb9e5a8bfd1,"['Drug store', 'Beauty supply store', 'Convenience store', 'General store', 'Greeting card shop']",2.6,66
0x809ac6bcaf451931:0x6270cd1581c022d6,['Baptist church'],4.4,8
0x809ac5da4c941a97:0xaa1193a8e9fc3692,"['Medical clinic', 'Doctor']",2.3,18
0x809ad106ce1dafa7:0x8aabbed4623abd63,['Hookah bar'],4.6,53
0x809ad1cae6b0194d:0xdca06703f99fd001,['Auto repair shop'],3.6,58
0x809ad065aaaaaaab:0x45075bbfd410b9eb,['Church'],4.6,8
0x809ad9ce9fcf075d:0xdfc7ed487f5e1f1f,"['Handicraft', 'Traditional Kostume store']",4.8,24
0x809adf9418b5b6eb:0x31176dfcea7f55cd,"['Tire shop', 'Wheel store']",4.3,118
0x809abf4cbea054bf:0x323e4715dc2b7238,['Paper distributor'],4.3,4
0x809ae8049757bb8f:0xf958688996213473,"['Breakfast restaurant', 'Beer store', 'Sandwich shop']",5.0,36
0x809adbbd6ecc4975:0x7713cc269e559dd9,['Furniture store'],3.1,8
0x809abc4f9fdccb7b:0x21b95f420df48af0,['Excavating contractor'],4.2,5
0x809ae449ed5e5e6d:0x5e305ba4ae072115,['Softball field'],4.2,8
0x809abda30d5ba575:0x746a0fa1f9f0fbd8,"['Winery', 'Event venue']",5.0,37
0x809ad0ce8a5a698f:0x571e72f84758d54f,['Auction house'],4.1,24
0x809ad0936c158fab:0x47b401758db981f0,"['Eye care center', 'Optometrist']",4.9,26
0x8084d10ef5979765:0x44277f7278fa9f76,['Trucking company'],3.8,6
0x809b1f146a192709:0xc4eb3441ac116603,['Billiards supply store'],5.0,38
0x809adb529fc6bc39:0xb8ae614188228d55,['Day care center'],5.0,3
0x809adb4cbeac5727:0x1d3f1dc11e644275,['Church'],5.0,2
0x809ad0df94774591:0x3e00232fe48c8866,['Cafe'],5.0,7
0x809ad0ded3a03409:0x47a93b217456afaa,['Stamp shop'],3.5,6
0x809adf1baad1e8df:0x766ac91fb10f2e7c,['Doctor'],2.3,3
0x809ad0dfa5a3322d:0xb9c5e3556a557a04,['Advertising agency'],5.0,1
0x809ad0dfc2a511bf:0xcd42ee6a940bdfe6,['Beauty salon'],5.0,4
0x809ad0d91de08d91:0xbd2c446bcf972b32,['Massage therapist'],5.0,1
0x809adf045f85a6ef:0x1dbd79ff49e45fd0,['Landscaping supply store'],3.8,5
0x809ad12075363083:0xebb62bffdf756bd1,['Place of worship'],3.0,3
0x809adf1b01a58d15:0x872b16f2eeeea5b4,['Doctor'],5.0,1
0x809ada352efab959:0x9e19365d115702bb,['Passport photo processor'],4.7,13
0x809ad0a32eabe731:0x9e59cc6d0d879bc8,['Sports medicine physician'],4.0,5
0x809ae38c4b2e6545:0x17a36259f5dad7,['Historical landmark'],4.7,8
0x809ad0df64c94ea5:0xf9e5d9e3c8eb9372,"['Beauty salon', 'Hair salon', 'Skin care clinic']",4.5,27
0x809ad17783032037:0x355300d041edf830,['Hair salon'],4.9,34
0x809ad6f75f42e63b:0xed4c9ebb17c7b6b,['Day care center'],5.0,2
0x809ac8eb11f3f7b1:0xcf200b69208e5d34,['Day care center'],5.0,1
0x809ac58b5237c441:0x796145a2e95325db,['Day care center'],3.7,3
0x809adf6b0eb776ab:0xc8bb3b451ece8cf5,['Painting'],4.5,2
0x809ad1a5ea24c893:0x8afad836130bce65,"['Shipping and mailing service', 'Business center', 'Freight forwarding service', 'Mailbox rental service', 'Notary public', 'Office supply store', 'Packaging supply store', 'Print shop', 'Shredding service']",2.8,58
0x809ac59b27911b03:0x73de7c5af72f4eae,['Kennel'],2.4,5
0x809aded24b8c3695:0x3aacae588222b9cc,['Motorcycle parts store'],4.4,47
0x8084d16a704e2063:0xea17c409d681002e,['Manufacturer'],2.8,4
0x809ac7a240292127:0xc888a46730268d5a,"['Barber shop', 'Hair salon', 'Hairdresser']",4.9,26
0x809ada7e9ceb84ef:0x4fe2d9e77f2841c2,['Physical therapy clinic'],5.0,38
0x809ac55d5c64924b:0xfa4a4526a52f7676,['Store'],3.6,33
0x809ad7a1cefb04cd:0x62ad5cd3b4b0f6b9,['Auto repair shop'],4.2,6
0x809ac58513c723b7:0xdd9bf122b71a90fb,['Group home'],2.8,4
0x809acf9003355dd9:0x8c5c3c09ece2ee6f,['Nail salon'],3.8,88
0x809ad0ea724d7729:0x5c61da0c047ff7e7,"['Rehabilitation center', 'Medical Center', 'Nursing home', 'Occupational therapist', 'Physical therapist', 'Speech pathologist']",3.0,8
0x809ad07bc67c7d5d:0xb0745fbc5a98f186,['University library'],4.7,5
0x809ae43fc804c647:0x5310984943dcdd3a,['Orthodontist'],4.9,225
0x809ae40103285329:0xdac9437252d49e17,"['Dental clinic', 'Dentist']",5.0,104
0x809ae7805baf7857:0x106711ed84b0163e,"['General contractor', 'Bathroom remodeler', 'Door supplier', 'Garage door supplier', 'Siding contractor', 'Window supplier']",4.4,208
0x809acfdbae339103:0xc27c83ab29941583,['Auto repair shop'],4.3,13
0x809ac64918483a03:0x6449d54c1d08ed83,"['Drug store', 'Beauty supply store', 'Convenience store', 'Cosmetics store', 'Greeting card shop', 'Perfume store', 'Stationery store']",2.5,48
0x809ac724a43526ef:0x5ec1edfaa283d2c8,"['Convenience store', 'ATM', 'Tobacco shop']",2.6,8
0x809ad0d50190b7d5:0xa6e5defbf462111e,['Legal services'],3.8,25
0x809ac51983cf3db5:0x9c579eaac7b1e586,['Smog inspection station'],4.0,17
0x809ac44a0282307d:0x595d5422c6fb997d,['Adult education school'],4.0,2
0x809ac58743973459:0xa7e8bee296b7bb0f,['Elementary school'],3.7,24
0x809ace1baa663969:0x49d910f4d841d039,"['Locksmith', 'Emergency locksmith service', 'Key duplication service', 'Security system installer']",4.1,16
0x809ac349ce4d2e11:0x7e61b35f44dbdc58,"['Public works department', 'County government office', 'Plumber', 'Sewage disposal service']",4.5,8
0x809ad14d3974966b:0xf986fc05c3f0974e,['Nail salon'],4.1,88
0x809ac6494b8a2645:0x1236601f8cc1ad01,"['Hardware store', 'Garden center', 'Home improvement store']",3.9,37
0x809ac70c48fc6335:0x4952d80c1287cfa,"['Cell phone store', 'Electronic parts supplier', 'Electronics store', 'Telecommunications service provider', 'Telephone company']",4.1,38
0x809ac6b9387c1231:0x39c6f5563ee712f,"['Drug store', 'Convenience store', 'Cosmetics store']",2.6,35
0x809ad19857e510f1:0x30ac7ff60a1b7002,['Banquet hall'],4.4,18
0x809ad43cde12a227:0xef796df6d5e5a3de,"['Beauty supply store', 'Barber supply store', 'Cosmetics store']",4.4,26
0x809ac723447424e5:0x6fc49086f7fb2c4a,['Electric vehicle charging station'],4.0,2
0x809ace4595f3b0d1:0x317a4ebae0f58acf,['Electric vehicle charging station'],3.0,1
0x809addd615b36d65:0xf4f63aeea3d1bf55,['Music school'],3.5,6
0x809ad43c9522b1ad:0xc31f4e47486fa3d4,"['ATM', 'Credit union']",3.0,28
0x809ad40de2d0143d:0xb953aff6985cacf2,['Storage facility'],5.0,4
0x809ae43fc804c8d3:0xb06118b40119010,"['Dentist', 'Cosmetic dentist', 'Dental clinic', 'Dental implants periodontist', 'Emergency dental service', 'Teeth whitening service']",4.9,27
0x809add6c70a05aef:0x3e142d900d973195,"['Hair salon', 'Beauty salon', 'Hair care', 'Hair removal service', 'Waxing hair removal service']",5.0,6
0x809adf1906f07003:0x4e6d1bfb43fec580,"['Nail salon', 'Beauty salon', 'Hair salon']",3.9,48
0x809ad89539cb9477:0x321a91ce98ea187a,['Recycling center'],4.8,128
0x809adf5bf1bd6fe9:0x67fbf65bd58b5426,['Doctor'],5.0,1
0x809ad61740838753:0x6e12b6f2b7e58d1f,"['Massage spa', 'Facial spa', 'Waxing hair removal service']",4.8,58
0x80852bbaefb3eee1:0xa4b93de55ecdbe27,['Used car dealer'],5.0,1
0x809aded136269e23:0xb2d1a5ad7d15d9b6,"['Bank', 'ATM']",3.3,48
0x809ad7c4b70b0fc7:0x8e3fe75951be6d9a,['Catering food and drink supplier'],4.3,6
0x809ad402bf4544fb:0xf937768161a4efe9,['Tobacco shop'],4.6,47
0x809adad09e4281ed:0xe6ba1492cccfcbfa,['State government office'],1.4,108
0x809ac8c7cafa743f:0xcba9aad8962aa5e9,['Warehouse'],2.4,8
0x809ac9c8d6397249:0xd236cefe20c01be8,"['Cannabis store', 'Health and beauty shop', 'Natural goods store', 'Vitamin & supplements store']",5.0,85
0x809ac76ad1ceda33:0x480f14ce2e794ea2,"['Hair salon', 'Beauty supply store']",4.3,28
0x809ac7e4b19aaaab:0x944335af877dd4dc,['Handyman'],4.9,7
0x809ac7005d222e67:0x89b1e2899c9a7609,['Day spa'],4.6,58
0x809ae150fe3eaa49:0xc5d1dce27ef39626,['Tourist attraction'],4.9,7
0x809adbcacd7b388b:0x8608223f74a795ed,"['Video production service', 'Passport photo processor', 'Photo lab', 'Photo restoration service', 'Portrait studio', 'Video duplication service', 'Video editing service']",4.6,25
0x809ad98924d392c1:0x4167ec7a98f0f037,['Used tire shop'],4.8,18
0x809ac5c14007267f:0x7e143df809030ad9,['Auto upholsterer'],4.8,14
0x809ac4c54567125d:0x31df9dc17eb6238d,"['Party equipment rental service', 'Beer store', 'Cold storage facility', 'Commercial refrigeration', 'Food and beverage consultant', 'Party planner', 'Party store', 'Refrigerated transport service', 'Trailer rental service', 'Wedding service']",4.9,88
0x809ad12be5e88b85:0xf59a3646376d506e,['Insurance agency'],3.0,27
0x809ad13091f2cf25:0xc21e00c9a27d89d6,['Attorney'],4.0,4
0x809ac754a3bb608d:0x9b5bbf96323ac93f,"['Glass & mirror shop', 'Shower door shop']",4.1,18
0x809ad1b304080bb9:0xe7b001d0a1caec7f,"['Beauty salon', 'Nail salon']",4.5,18
0x809ad5d70fb28db5:0x387f7a5c3a6b9040,['Beauty salon'],4.0,2
0x809ac708ffffffff:0x1e9105576859231b,"['Deli', 'Restaurant']",4.7,35
0x809ac0034b116def:0xfb67be922e49d910,"['Winery', 'Horse riding school', 'Party equipment rental service', 'Wedding planner', 'Wedding service', 'Wedding souvenir shop', 'Wedding store', 'Wedding venue', 'Wine club']",4.4,18
0x809ac0b28c14f12d:0x8b3dbab84bd2914,['ATM'],3.0,4
0x809ac17d3d551b05:0xa0d910d5c491d1e1,"['Gym', 'Boxing club', 'Physical fitness program']",4.8,18
0x809ac0b28eaef1c5:0xbccaa579499fd380,['Shipping and mailing service'],4.0,8
0x809ad17f3281ed9b:0x4a7197d0e551cb99,['Apartment building'],5.0,8
0x809ae4156d10a905:0xc9c3e8b259e06d8a,"['Gift shop', 'Book store', 'Christian book store', 'Church supply store', 'Religious goods store']",4.5,16
0x809ad6ed85c28b17:0xff6900ed1ba04c8e,['Hospice'],3.4,5
0x809ad8af28dea2f9:0xcaab5bb44769aedc,['Barber shop'],4.4,108
0x809ac52487c65973:0xe312d9b333c40f92,['Pet groomer'],4.6,54
0x809ada93c3c44de5:0xa74976a10bc550d5,['Liquor store'],5.0,1
0x809ac7b9d5145027:0xfb392401a9e54f8a,['Grocery store'],4.1,86
0x809addd089041f43:0x2f14dcbb948a4fb8,['Dog park'],4.7,58
0x809adf7a317cf781:0x6a30319c937a25f5,"['Dentist', 'Dental clinic']",5.0,118
0x809ad72951e82bb7:0xd8653119625acbf5,"['Bicycle Shop', 'Bicycle repair shop', 'Used bicycle shop']",4.6,8
0x809ae142ae8c0f11:0xd38c76c41679e679,['Community center'],4.6,48
0x809adbc7c2726f31:0x2fbe74fa3741f9af,"['Alternative medicine practitioner', 'Acupuncture clinic', 'Chiropractor', 'Holistic medicine practitioner', 'Medical group']",4.5,8
0x809ad76982332faf:0x324b982b4a8629f8,['Gas station'],3.4,18
0x809ad3de158596bd:0x1aeabca69aa9e805,['Park'],4.0,2
0x809adf0a0dd90135:0x4846fa583f86a6e9,"['Church of Jesus Christ of Latter-day Saints', 'Church', 'Non-profit organization', 'Religious organization']",4.8,38
0x80852990602aec2d:0x1ee9e2b7b996a5f0,"['Credit union', 'ATM', 'Bank', 'Financial consultant', 'Financial institution', 'Investment service', 'Loan agency', 'Mortgage lender']",3.2,25
0x809adb27976cc3a3:0x8042d6daff7c6187,"['Interior designer', 'Cabinet maker', 'Cabinet store', 'Contractor', 'Furniture maker', 'Interior construction contractor', 'Interior Decorator', 'Kitchen remodeler', 'Remodeler', 'Shelving store']",5.0,4
0x809ad12912c2eaab:0xe3bf21e0bf0cd427,['Insurance agency'],5.0,3
0x809ada1e8ef9142f:0xb5e3d0c83fd0bcc4,['ATM'],3.5,6
0x809ad158290eed85:0xc7d13d855b10218b,['Souvenir store'],3.0,4
0x809ae81a3a6c9d6f:0x392f1fc7e3aa0e6b,['Auto wrecker'],4.0,3
0x809adbc38545e753:0x22b907188f09de0e,"['Chiropractor', 'Massage therapist', 'Wellness center']",5.0,77
0x809ae401c6740001:0x8e13b240281da96c,['Massage therapist'],4.6,8
0x809ac594d24c0ca7:0x2a5eca748c16c990,"['Indian grocery store', 'Supermarket']",3.1,45
0x809ad19ad1d0b26f:0xd44c28b1e434216a,['Pizza restaurant'],3.8,4
0x809ad0c3e7abfc1b:0x78aeaefe9bab8cf0,"[""Women's clothing store""]",4.9,8
0x809ad72f3b751a99:0x2f100821c7bacda4,['Car dealer'],2.6,67
0x809ad0da9a317341:0xaf5d2b82bcf05f16,['Apartment complex'],4.1,7
0x809ad03edf26df09:0x68e64a5d40f4e3ad,['Electronics store'],3.2,55
0x809ad1ee3fbc284f:0xfa2e61bdf6a0793f,['Credit counseling service'],5.0,8
0x809ad672e0c3f7c5:0x6b7f22360704f526,['Park'],4.2,75
0x809ac56c0dc97c43:0x4bb2d15e37233db2,['Car dealer'],2.4,8
0x809ad1332c260d93:0xdef02f8f8109c4ef,"['Custom t-shirt store', 'Embroidery service', 'Graphic designer', 'Screen printer']",4.7,33
0x809ae7841af36bdf:0x67d350a51d697f2f,"['Marine supply store', 'Boat dealer', 'Boat repair shop']",4.4,38
0x809ad03257cd608b:0x53abcff8ddb7ef3f,['Public swimming pool'],4.0,37
0x809ada1e93ef9da3:0xc8b59c117b41164,"['Ice cream shop', 'Coffee shop']",4.1,48
0x809ad9d5c7c5aefd:0x6e446fb26230033f,['Church'],4.8,5
0x809ad0d586d00001:0x947cc013257fae16,['General contractor'],5.0,2
0x809ad0083394b59f:0x12cb4e51be051007,['Auto repair shop'],4.4,28
0x809ada4f58e4f57b:0xabc8b23257ed5be4,['Condominium complex'],3.0,2
0x8085749ec739067b:0x225aa739e1477186,"['Contractor', 'Construction company', 'Diving contractor', 'Environmental consultant', 'Oilfield']",4.6,5
0x809ae5a7b621cb03:0xa872d8c74a99e708,['Bridal shop'],4.7,48
0x809ac5a8775641a3:0xe914a7ed4a03b828,['Bottled water supplier'],4.3,16
0x809ad022f6e49529:0x71e1aa8af81e7d2b,"['Insurance agency', 'Auto insurance agency', 'Home insurance agency', 'Insurance broker', 'Life insurance agency', 'Motorcycle insurance agency', ""Renter's insurance agency""]",4.0,6
0x809ae690edaf47b1:0xa59cf8fb1e185fd8,"['Alternative medicine practitioner', 'Medical spa']",4.7,15
0x809ae6f6998d4ed5:0x40d51fb70b96323a,['Car dealer'],4.3,34
0x809ac52b4d92c7a3:0xe23dc99640a6229f,['Trailer repair shop'],5.0,2
0x809ac52b5b2567ed:0xc209aed3f5f37382,['Motor vehicle dealer'],3.3,7
0x809ac50415106651:0x7a809cee4b36fcdf,['Auto body shop'],4.7,3
0x809ac54c0650af33:0x4072ad9501969251,['Mechanic'],5.0,5
0x809b53457b6a216d:0xa456d2406ac54bc0,['Stamp shop'],4.1,15
0x809ae68eb913ac99:0x4eae5476a4055c87,"['Jewelry store', 'Diamond dealer', 'Gift shop', 'Goldsmith', 'Jeweler', 'Jewelry repair service', 'Silversmith', 'Watch repair service', 'Watch store']",3.7,28
0x809ad68bb569e1a9:0x51e026c302440415,"['ATM', 'Credit union']",3.2,24
0x809ac70f5d02c22b:0xef5d4baa679ae1a6,['Apartment complex'],3.7,27
0x809ad68afc4ce945:0x954b74f313a2b704,['Gas station'],4.0,3
0x809ac5c3a3595c1d:0x97e152cb93e56c2,['Pharmacy'],3.9,8
0x809acf78c63299ff:0xb34b0641cb5f001c,['Grocery store'],3.8,28
0x809ac430413e5b11:0xb078b06251720486,['Distribution service'],3.9,8
0x809ada923ee79085:0x915234a4a67d738e,"['Fence contractor', 'Blacksmith', 'Metal fabricator', 'Metal workshop', 'Railing contractor']",3.7,8
0x809ada923ee79085:0xaa51ac8f6fcd3383,"['Art gallery', 'Iron works']",5.0,2
0x809abd029e892ed7:0x4d900f2f4a27ecbf,"['Restaurant', 'Bar']",3.9,8
0x809aa2cf8bb5cf27:0xa580385e791c9ff1,['Nail salon'],4.3,18
0x809abd2ead83dcaf:0xc2a0779b35ace374,['Newspaper publisher'],4.8,8
0x809aa3c9ab063607:0x3636185881a41656,['Beer garden'],4.8,8
0x809add8835891461:0xcbb4a50c38612092,"['Drug store', 'Beauty supply store', 'Convenience store', 'General store', 'Greeting card shop']",3.5,24
0x809ad93f877c71a9:0xe7b19842f56d47a9,['Barber shop'],4.5,53
0x809add835cbcfbff:0xcef1267615a142cb,['Beauty salon'],5.0,6
0x809ae7821b36bd4b:0x4b364da47d963542,['Graphic designer'],2.0,1
0x8084d12012277c95:0x5c113380ed1daf96,['Mobile home park'],4.0,38
0x809ac5c738fa5cc3:0xcdcb12f5f96bb6b4,"['Tobacco shop', 'Cigar shop', 'Hookah store', 'Vaporizer store']",4.5,66
0x809add610fb0c2f7:0xc4b403d027bef12,['Debt collection agency'],1.7000000000000002,33
0x809ac7b9eb6532ad:0x310bfee5ef62734c,"['Pediatric dentist', 'Dentist', 'Orthodontist']",3.9,15
0x809ad991e38dcecb:0x61f2a0babea8c82a,['Auto broker'],1.4,8
0x809ae6ad280e8f53:0x92b680ff2c807539,"['Lebanese restaurant', 'Mediterranean restaurant', 'Vegetarian restaurant', 'Wine bar']",4.7,6
0x809ad0d4cf1642d7:0x491bf3deec1b2206,['Apartment complex'],3.0,6
0x809b2750d4e3c789:0x4d6098edffbacff9,"['Passport photo processor', 'Photo lab', 'Photo shop']",4.3,8
0x809ac8c0cb1e3397:0x8303588cbd2c347a,"['Beauty salon', 'Hair salon']",4.3,18
0x809ad1235fc25a07:0x4e7b5dba94484ddb,"['Baptist church', 'Church']",4.8,8
0x809ac6c0c476d927:0x274dee06ecf3dd47,"['Park', 'Tourist attraction']",3.9,8
0x809adaec9e985009:0x4186c123bd326132,['Association or organization'],4.6,18
0x80852904fe9010ef:0x19a0aa0c76be0155,['Auditorium'],4.2,5
0x809ac75533367d99:0x974e675fbb2f0b9c,['Auto repair shop'],4.4,28
0x809ac74ee4542603:0xa76f967e5892f95d,"['Clothing store', 'Custom t-shirt store', 'Embroidery shop']",4.1,8
0x809add839f8b5b23:0xdb2ddf123a5d35e5,['Cell phone store'],3.9,18
0x809ae41682eaef73:0x8cb7b3d9db99194,"['Gas station', 'Car wash']",4.1,38
0x809adfcc79731fff:0x354a7b549a6bafdc,['Private educational institution'],5.0,8
0x809ad15fb2bb75f7:0x80d2e15e362310a4,['Custom home builder'],4.8,6
0x809ad12df6c880e3:0xb68ba816b989d833,['Corporate office'],5.0,2
0x809ada8430f56de9:0xea9b1c3e77178964,"['Tobacco shop', 'Cigar shop']",4.5,8
0x809ad8a85de87545:0x3b2bd7a82676e79,['Dentist'],4.0,4
0x809b29de5cb694c9:0x2acfaf68e93d50d7,"['Swimming pool supply store', 'Swimming pool repair service']",4.3,25
0x809b2992ec65f715:0x2d5c90e3a43781b4,"['Social services organization', 'Charity', 'Foundation']",4.9,17
0x809b277e1d82103b:0x7aa3a0f0cdcca339,"['RV repair shop', 'Roofing contractor', 'RV dealer', 'RV park', 'RV storage facility', 'RV supply store', 'Trailer repair shop']",4.6,18
0x809ac8bdb8233017:0xe085be3603682a90,['Attorney'],2.6,5
0x809adbdb47a0575d:0x9b0d655bc6a4f3b2,"['Garden center', 'Lawn mower store', 'Plant nursery']",2.3,3
0x809adbedbc8fb0a7:0x2c881c861e64b17,"['Bridal shop', 'Clothing alteration service', 'Dressmaker', 'Fashion designer']",4.6,18
0x809adda141ee322b:0x90d8b28342de8e0b,['Apartment complex'],3.2,53
0x8084d129a5bfb90d:0x5770080bf67c5a87,"['Beauty salon', 'Beauty supply store', 'Hair salon', 'Stylist', 'Hairdresser']",4.4,7
0x809ad99bbeac0345:0x55dbf07f0a11687b,['RV supply store'],5.0,8
0x809adb261cb576cb:0x73e443f5771cb4,"['Cell phone store', 'Telecommunications service provider']",3.4,24
0x809ad47e7ce4567b:0xd9fe1d43d5776010,['Butcher shop'],4.7,13
0x809ac12333823e07:0x1d7d0366060fa0a4,['Event venue'],4.7,28
0x809adbb60535f2c5:0x23f1a4cd5b645d1e,['Pet store'],4.3,13
0x809ad0bfff02fb49:0xe04b925361b256a,"['Medical clinic', 'Alternative medicine practitioner', 'Local medical services', 'Medical group', 'Medical office', 'Specialized clinic', 'Wellness center', 'Wellness program']",3.9,48
0x809ad14e5b05d167:0x9dce0fb1c57de01f,"['Truck repair shop', 'Auto body shop', 'Painting', 'Trailer repair shop', 'Welder']",4.8,14
0x809ad049cc30886d:0x779b4bfc9410c5b7,"['Beauty salon', 'Hair salon']",5.0,17
0x809ae784963d6661:0x103714b0aad99f77,"['Furniture store', 'Gift shop', 'Outdoor furniture store', 'Rustic furniture store']",4.6,8
0x809adbfb91cb8471:0x3a1277e8125db8f4,['Landscape designer'],5.0,3
0x809ad14e3a8e859b:0x65a5f85144afbe20,"['Bar & grill', 'Grill', 'Bar', 'Cafe', 'Diner', 'Restaurant']",4.2,38
0x809ad9366067b491:0x72ad0ef954d1e4b9,['Chiropractor'],5.0,36
0x809ac2463c43bc1f:0x9c194590fc88588a,['Stable'],4.5,8
0x809ac7cbd32766e3:0x44cbf0f19b250640,"['Catholic church', 'Place of worship']",4.8,98
0x809ac70c4b9188ef:0x6cf514ab05771a30,"['Outdoor furniture store', 'Hot tub store']",3.7,24
0x809ac89e7dbef323:0x7b227dd3daf644ef,"['Shipping and mailing service', 'Business center', 'Freight forwarding service', 'Mailbox rental service', 'Notary public', 'Office supply store', 'Packaging supply store', 'Print shop', 'Shredding service']",2.9,28
0x809ac8761a3ff919:0xb3e2e12c849fd7cb,['Massage therapist'],3.5,2
0x809ad7230729df03:0x2a3334da5ba68c1b,['Apartment complex'],3.1,45
0x809ac768ba0e94d5:0xe93d1d77330f7597,['Metaphysical supply store'],5.0,18
0x809aded2bf6da479:0x57abab25ab93aa70,"['Kitchen remodeler', 'Bathroom remodeler', 'Cabinet maker', 'Countertop store', 'Flooring contractor', 'Hardware store']",5.0,8
0x80852bd40879041d:0xf1bc20a6c52e17a0,"['Nail salon', 'Hair salon']",4.6,48
0x809b29c3a8c3d327:0x5be505c7050e73ac,"['Primary school', 'School']",4.1,24
0x809ad1e519b8ee5d:0x881bd4cbb8133fa0,"['Pizza restaurant', 'Italian restaurant', 'Delivery Restaurant', 'Pizza delivery', 'Pizza Takeout', 'Restaurant', 'Sports bar']",4.1,8
0x809ad9c33c51716b:0x245cd34c512426f,['Smog inspection station'],4.2,93
0x809ad785ad244e0f:0x4a45d00ae913c215,['Self-storage facility'],4.3,78
0x809ad759a8315a89:0xa63d2a23f8af50b4,['Non-profit organization'],4.5,33
0x809adb0eb75e76ef:0x2542105e7a04f923,['Real estate agency'],4.0,8
0x809ad75fa67f790f:0x7cab9f6dd53ecee6,['Apartment building'],4.0,4
0x809ada5ec340eac3:0x94d7e0c1db153694,['Doctor'],5.0,1
0x809adbe498704a4f:0x9c65caaeacb238bb,['Jewelry store'],4.8,346
0x809adf1b6b7eb3c1:0xa94691e1657f496b,['Veterinarian'],4.6,326
0x809ade10a8d2cef9:0x38e498c2a4c5c20d,['Laundromat'],4.4,95
0x809adfea41b66779:0x24d284a48e980b31,['Pet groomer'],4.7,45
0x809adfaa16ed6877:0xf00ce9a50239d303,['Catholic church'],5.0,2
0x809adaaabdf6377f:0xb9d7919ec7488365,['Tax preparation'],4.9,133
0x809ac56ff913accb:0x94582a7f1cebc3e1,['Restaurant'],4.7,44
0x809ad98d680649a7:0xc041a39b2b6d3cd1,['Used car dealer'],4.5,16
0x809adca703730161:0x78ffb48036dbe13a,['Business center'],4.1,8
0x80852975104af645:0xabc14a6a4e2fb055,"['Clothing alteration service', 'Tuxedo shop']",4.9,138
0x808528354dbccedd:0x34c704adbb9a20da,['Nail salon'],3.5,37
0x8085290c7c16115f:0x1552f5afefd3c93a,['Beauty salon'],4.8,4
0x809ada62af13a07b:0x805aeb5cef20d0d1,"['Dog day care center', 'Dog walker', 'Kennel', 'Pet boarding service', 'Pet groomer']",4.5,65
0x809acfc7c32d6057:0x94270352655dcdfd,"['Dentist', 'Dental clinic', 'Dental implants periodontist', 'Dental laboratory', 'Emergency dental service', 'Orthodontist', 'Pediatric dentist']",2.7,28
0x809ad120ef986bc5:0x5cb08169a5a93506,"['Beauty salon', 'Eyebrow bar', 'Eyelash salon']",5.0,18
0x809ada32adf959ab:0x98a8146c63c19842,"['Land Rover dealer', 'Car dealer', 'Car finance and loan company', 'Car leasing service', 'Used car dealer', 'Used truck dealer']",4.1,98
0x809ac5c28c18b1d3:0x4959440030c39340,['Park'],3.9,54
0x809acf8d9048e18f:0xd23341fba0741d5,['Grocery store'],3.9,15
0x809ae6ad280e8f53:0xcd3f4442e7583389,"['Restaurant', 'Banquet hall', 'Bar', 'Breakfast restaurant', 'Brunch restaurant', 'Caterer', 'Event venue', 'Mediterranean restaurant', 'Persian restaurant']",3.7,18
0x809ace22ef2e68a3:0x496581ad3cdd89c6,['Restaurant'],3.5,28
0x809ad6a00c415bfd:0xa831fa97e7a5f0b1,"['Ice cream shop', 'Dessert shop']",4.7,17
