,name,gmap_id,category,avg_rating,num_of_reviews
5855,John Reith Elementary School,0x809ac5fc5ea8caa9:0xd2a4df072491258c,education,4.1,13
5856,Maeola R. Beitzel Elementary School,0x809ac6b00402c643:0x6b024dc132f37fa9,education,3.6,28
5857,Crepê cafÉ,0x809ac76b163b11c7:0xc29dc66fed8b8061,restaurant,4.5,18
5858,Attitude Hair Designs,0x809ac7467608358b:0xa9592b0a761c49b2,beauty,4.7,3
5859,Mira Loma High School,0x809ad94386107e97:0x9483fd10d0221658,education,4.4,55
5861,New York Pizza,0x809adfe7852fbf27:0x4c7c2790052027a5,restaurant,3.2,88
5862,Rose Island Spa,0x809adb27f6a3c5ed:0x4c76f5b9a713d92c,beauty,4.1,16
5863,KAS Auto Sales,0x809ad9f0b2343c89:0x8c46b231edce51b4,auto,4.3,64
5864,Sears Parts & Repair Center,0x809ade25a883888d:0x416241ef5afee561,retail,3.4,18
5867,DRIVE SAC,0x809acf93f67fa687:0xcc883a4606953bc0,auto,3.4,16
5868,Burbank School Park,0x809acf95ee813819:0x84a54cdc3bb77925,recreation,4.2,18
5872,Fusion Rose Events,0x809ac589406b155d:0x299a5523448f50ed,recreation,4.0,5
5873,7-Eleven,0x809ad0d705f436db:0x2750efdec8a15b5,auto,3.3,48
5874,Raquel's Florist,0x809ad0231efb7cb1:0xdf0fd043444ef034,retail,4.6,138
5875,T4 South Sac,0x809ac56812bcb255:0x76b32cc6c52ad6d,restaurant,4.2,96
5876,Harmony Nail & Spa,0x809ad1a5bab2f6eb:0xa2e4caedffacff7a,beauty,4.6,78
5877,Kim's Salon & Spa,0x809ada35698ea8d5:0xc2b29db494be53f7,beauty,4.7,8
5878,May's Hair Design,0x809ace1a072ddc4b:0xea3ac61f65cfdb44,beauty,4.5,18
5879,Nova Nails,0x809adbca027de7a3:0xc673e8fdf02cb113,beauty,4.7,14
5880,Colors Salon & Education,0x809ad0eb77afa4c3:0xea3c7a6b7f75e8c8,beauty,4.8,36
5883,Hanlees Chrysler Dodge Jeep Ram Kia,0x80852bc7cf4e628d:0xf709cc96aee4b6bb,auto,3.6,208
5884,Dollar Tree,0x809adfd22df51f25:0xd87827d6e9f2d97f,grocery,4.4,148
5886,Rainbow Beauty Supply,0x809ad8d7dc4329eb:0x2004168a22f81337,beauty,4.2,68
5887,Macy's Hair & Nails,0x809adfdcbf16b0cd:0x4705429c2a5c5d8c,beauty,4.6,66
5888,Cigarettes 4 less,0x809adfdcc327d52b:0x19c332a94e11260f,retail,4.3,24
5889,Narenj Mediterranean Grocery,0x809adfbf1b092047:0xecdac6ac35860a4,grocery,5.0,18
5890,Costco Bakery,0x809adfafd8d4c91d:0x1b2ed2ddcfe08a61,restaurant,4.9,8
5891,Global Smog Inc.,0x809ae7f6c36186d1:0xf21014f1beb8f1fb,auto,4.7,94
5893,Mobil,0x809ae3d8a49db0a5:0x6c34d69d33610b5f,auto,3.2,28
5894,Dog Park At Fairmont,0x809ae45cb0c96a3f:0x1b06bc223055f9a,recreation,4.3,4
5896,Taquitos la bombonera 2,0x8084d1be8ce16a85:0xa204cd7c440d377a,restaurant,4.5,65
5898,El Buen Gusto Market,0x8084d0e2fbe729fb:0x26d9823f2eb0c2dd,restaurant,4.6,35
5901,Sac Metro Appliance Repair,0x809ac424acd94f3d:0xfffc4032828ce243,auto,4.3,8
5906,Ultra Truck Works Inc,0x809ac74da875d185:0x58799f33dc37d303,auto,4.7,68
5907,G's Cigarettes Plus,0x809ad68a5faaf3bd:0x4760a9531ad2951f,retail,4.7,28
5908,Classic Nails,0x809ad68a5faaf3bd:0xa34ed11863362402,beauty,3.9,48
5909,Glamour Hair and Nails Spa,0x809add2618c5adad:0x61023a62842de93b,beauty,3.9,42
5912,Posey's Salon,0x809add4762519be3:0x538a3f1c920949e6,beauty,4.3,24
5913,U-Haul Moving & Storage of Mather,0x809adce0e954722d:0xa129b8f36017f4d,auto,3.7,73
5914,Hot Spots,0x809adee9ac6f1bd7:0x4d45639b3e4c3d78,retail,4.4,35
5915,Capitol Soup & Salad Bar,0x809ad1296ba6e07d:0x8b2d722fe4b82acf,restaurant,4.4,36
5916,520 KTV Cafe,0x809ac529377eaf7d:0xf97c7e060122ad91,restaurant,4.1,8
5917,Woodbine Park,0x809acfd032d2985f:0xdd72279a4567ab6c,recreation,4.1,138
5918,Nugget Markets,0x8084d0ee23a6f17d:0x364cdd57db5f7a23,grocery,4.6,1019
5919,Foothill Farms Veterinary Hospital,0x809aded29f163bd5:0x721c9f09896dd228,health,4.6,354
5920,Dulce Vida by Quetzal,0x8084d0f25a1b047d:0xb8d058d4cfe40192,restaurant,4.4,45
5921,Goodwill Donation Express,0x80852bd40879041d:0xc4d1280e9bdbe7b0,retail,2.7,13
5922,Roots,0x8084d0e5b5c1284f:0x5a71050761f110ef,beauty,4.9,26
5925,Orangetheory Fitness,0x809ad607041a716b:0x84886938d387fbb0,recreation,5.0,336
5926,New Happy Day Spa,0x809ad63ebfef2a9d:0xbbe573efc99d517e,beauty,4.1,60
5927,Papa John's Pizza,0x809ae486d8afa153:0xafe3cdf8bf1ad42,restaurant,4.0,38
5928,Shell,0x809ad68afc71b8b9:0x1154dea87254bb84,auto,4.2,28
5929,Jeeo Health Center,0x809adbd4d30db869:0xca5db2623b3f1b3d,health,4.8,64
5930,Pachamama Coffee Bar,0x809ad0909b986695:0x3466102216f09c2c,restaurant,4.6,227
5931,Ono Hawaiian BBQ,0x809b29fd4c009dd3:0x2900a8347f31a6c9,restaurant,4.1,308
5932,Walgreens Pharmacy,0x809ad0eab2dd67ed:0x6110f92981e90591,health,3.4,8
5933,Team Alpha Male,0x809ad0d0ffffffff:0xe4a6b0e7126b994f,education,5.0,5
5937,Metro by T-Mobile,0x809ad73d85ec5291:0x6a15d6851d6aae93,retail,4.3,67
5938,Arcade Library,0x809ad983a05f04e7:0xd4116611cccd32cf,education,4.3,77
5939,Northgate Liquor & Food Inc.,0x809ad70e133043f9:0x6d0d5e6ff78cf4b9,auto,4.2,18
5942,Franklin Boyce Community Park,0x809acf7bface21c9:0x7ccdfae85553b1f6,recreation,4.0,48
5943,Y2K Nails III,0x809ad9e72c3d3539:0x2aa41987463db3ed,beauty,3.2,38
5947,Budget Appliance Outlet,0x809ad7cc727d5ff5:0x34ba0d5672fc6e98,retail,3.5,37
5948,Kniesel's Collision - X Street,0x809ad11f31aa687f:0x235e37a3130e3265,auto,4.6,124
5949,Smart Buy,0x809adf6c88fe2329:0xf8596369eee0c65d,retail,4.4,58
5950,Pizza Hut,0x809ae41509c1230f:0xe078e9ea59db1414,restaurant,3.5,53
5952,Top Shelf Caribbean,0x809ad7c5040ebfa1:0xea25f376d018e80b,restaurant,4.9,16
5964,Pacific Audio,0x809ada3a04543981:0x11c4d6274880e457,auto,4.3,68
5965,Dogwood Park,0x809b2985b17acc1f:0x95528555d307b5d4,recreation,4.4,78
5966,76,0x809adf797656ece5:0x90fcf7de70b0bfce,auto,3.7,76
5967,Don Haircuts,0x809adf66ba4798ef:0x853285a62e576375,beauty,4.0,33
5968,Genesis Auto,0x809ad4176cb45b51:0x1fa7cb45eed6b4a8,auto,5.0,2
5969,Round Table Pizza,0x809ada8a580b4a85:0xed1f6ab1035599d5,restaurant,4.0,74
5971,PRO-CUTS,0x809adb4627a00b5b:0xdbe213052d2116fd,beauty,4.6,25
5972,Macy's,0x809adbc339960fdb:0xa67ec062a5ad0e5e,beauty,3.1,8
5973,Cheaper Cigarette Plus,0x809adb595ceee9b1:0x4b27b7a3557440dc,retail,4.8,18
5976,All World Ball Academy,0x809ae7424e594d6f:0xcc65e98ac34b93ba,recreation,4.7,3
5977,Life Spring Spa,0x809ada39622241f1:0x6dbc7ca22e34039c,beauty,4.0,47
5978,InstaPhysique (Sacramento),0x809ada56668579d7:0x289179339dffc740,recreation,4.9,17
5979,Heat Shabu - Fair Oaks,0x809adb347899b865:0xdc54e8e046a8b314,restaurant,4.5,78
5982,Elissa's Dream Hair,0x809ad1b3a8b91e53:0x227f4e72999d5410,beauty,3.7,6
5986,Panera Bread,0x809ac71c6e33dc65:0x6785a367a64ef344,restaurant,4.2,716
5987,Olive Garden Italian Restaurant,0x809ae50edafa1767:0xb1b65c541afd5423,restaurant,4.3,1026
5988,Cost Plus World Market,0x809ae500f09cc4ad:0xc7d3e2bd30747330,retail,4.3,128
5989,T-Mobile,0x809ae505e7979489:0xa78aa277cfabef65,retail,4.8,75
5990,Capital City Pharmacy,0x809adb0d0e1f9d23:0xe6ab3d9387488d12,health,4.1,8
5991,Kaia FIT Citrus Heights,0x809adf70afefff25:0xad5fa920eb5033ba,recreation,4.7,13
5993,Lakeside Pet Hospital,0x809ae480b24f015f:0xf61e98fa66dc560f,health,4.7,58
5995,Foods Co.,0x809ad7a417eebc8f:0xaa1c80d35783c192,grocery,3.9,1268
6000,My Glove Depot,0x809ad6369fefcc3b:0x50ccd21685236b5a,health,4.8,88
6001,Legacy Auto Sales - Used Cars - Sacramento CA Dealer,0x809ad9cc9f9b6acb:0x887df6dc1474cd72,auto,2.5,22
6004,Specialized G.M Recycling,0x809ae8049ac3c825:0xe269e4854a26ddbf,auto,4.3,16
6005,Tacos La Nueva,0x809ad991d4d398c1:0x1319e18cbb9acb64,restaurant,4.4,183
6006,California Family Fitness,0x809aded3710886d9:0x40e781f0893d800f,recreation,3.7,33
6007,American River College Library,0x809adeceb6fd20db:0xd99534d9b7acc012,education,4.4,18
6008,Water Store,0x809ad65136009d7b:0xed7cfec2f11efb45,retail,4.6,14
6010,CVS,0x808528354dd66787:0xae57ad47c136e9ac,beauty,2.5,56
6012,VIP Nails and Spa,0x809abd04d1155e7f:0xc549f8130fa8cf71,beauty,4.2,78
6014,Meadow View Market,0x809acfaf78c4706f:0xb849672c7159a0f6,grocery,3.1,38
6017,Arteaga's Food Center,0x809ada4b3f1a0655:0xc739f86cd487abd0,grocery,3.8,48
6018,Gas Station,0x809ada35215c7e49:0x5cf83c3cfbc45ba7,auto,4.1,28
6021,Salmon Falls Park,0x809adb4150555555:0x1ec19f57c7a44e96,recreation,4.0,55
6022,Tint Tek Window Tinting,0x809ade4c3a407251:0x712cb34d89a111cb,auto,5.0,1
6028,KHS Dismantling & Repair - Auto Repair Shop in Rancho Cordova CA,0x809add5578cc197d:0x767f986d1dc79e4f,auto,3.1,68
6029,Paul Blanco's Good Car Company Sacramento,0x809ada2cdb1643a3:0x629f21b186864bf6,auto,3.8,1277
6030,Rite Aid,0x809ada4b6532cdb9:0x2d6f84cee0775ed8,beauty,3.4,38
6032,Tire & Wheel Zone,0x809ad98cadc049b3:0x94c100e2f9376dd3,auto,4.7,104
6036,ARCO,0x809ac5fa52595c87:0x7d79e17e717c67d5,auto,4.1,18
6038,Folsom Lake Toyota,0x809ae6f6f539c73d:0x59d1f5692f48bbbe,auto,4.7,6018
6039,AL-Maidah,0x809adb3e2c8c544d:0x162371b605e0eae9,restaurant,4.0,97
6040,Wienerschnitzel,0x809ad758f2611d69:0xbac6fa05c532d14,restaurant,3.6,594
6041,Rite Aid,0x809ad758e0a3065f:0x2118992869376a57,beauty,3.3,18
6042,Smoke Shop & Wireless,0x809ad75f6e51fbab:0x756cc721052764ec,retail,4.0,38
6043,Cheers,0x809ad6fb3b363d77:0x381ca220e6d0af56,restaurant,4.1,263
6044,West Coast Auto Sales Center,0x809ad98cbfc6b6fd:0x575460cf8ce3eb6a,auto,4.4,78
6045,A T System's Inc,0x809ad464d2577a63:0x7e933e2a51949e6d,auto,3.7,3
6046,Ataya's Motors,0x809ad99e5eb0ed43:0xda1ee5b7f7d72b07,auto,4.0,68
6047,Pristine Auto Sales,0x809ad99e648f0c3b:0xcac438b799a239fb,auto,4.8,58
6052,Schaal Aquatic Center,0x80852903012b5c25:0xf0acec530ca5b9a8,recreation,4.5,28
6053,Long John Silver's,0x809abcfd782e6c05:0xe2137a618b041a24,restaurant,3.5,135
6055,Fly Fishing Specialties,0x809adf70c78109a7:0x28688fa578b8a254,recreation,4.7,97
6057,KP International Market,0x809add6cec217ce7:0xd2c4a926a3f8f3ff,grocery,4.5,3483
6061,Hansen Ranch Park Site,0x809ad7de6721faf1:0xd663c51112affa8e,recreation,4.3,17
6062,Denny's,0x809ad914ab9580cd:0xa18983841b34440b,restaurant,3.6,1644
6063,Grocery Outlet,0x809ad0dbe4dbd383:0x7a7f11178125f87b,grocery,4.3,1117
6065,Journeys,0x809ada1e8ef9142f:0x2feb935e0dc9883e,retail,4.5,45
6066,ampm,0x809ac5a9d483f603:0x44438377f1df8a9,retail,2.3,6
6067,Bel Air,0x809adb8564e75e87:0x8d60ca0b2c6ad11a,grocery,4.3,385
6068,Wienerschnitzel,0x809ade198ac56655:0x5cca2cc3affc67e1,restaurant,4.0,416
6069,Swanson & Sons Lock & Safe Co,0x809ad75bd6c17607:0xa80c6bf90781e716,auto,4.5,38
6070,Walsh Station Automotive Service,0x809ac367b45bb2f3:0x6ad078ef19ad535b,auto,4.6,28
6074,Sunglass Hut at Macy's,0x809ade248bd79e2f:0xae6b267f6da7b8bc,retail,4.5,8
6075,Auto Finance of Sacramento,0x809ad99dd907aa79:0xc62ad989f4d3e56a,auto,4.7,133
6077,Armani Motors,0x809ada2cc49ed8d9:0x60bd64a156dbf572,auto,3.2,45
6078,Simply Appliances,0x809adb3525497159:0x967f844e08cc2c87,retail,4.7,145
6081,Young Actors Stage,0x809ad0f9731ed891:0xcb494f99477c830d,education,5.0,8
6082,Best Hair Salon,0x809ac567efffe5b1:0x1045759e32db3748,beauty,3.8,13
6083,Dream Hair,0x809adab3f5c71fef:0x48efba8f32ae483b,beauty,4.2,68
6084,Lucky Travel,0x809ac55d2339852b:0x2edf2091a4041087,auto,4.0,1
6086,Chambers Room,0x809ad12c7dce01fb:0xfc7434cb03305a74,restaurant,4.1,73
6089,US Oil Changers & Repairs,0x8084d0844b3337b9:0x89ebffcc6be5a242,auto,4.3,48
6092,Big O Tires,0x8085297775534471:0x47b5180f64b26dce,auto,4.6,16
6093,Super Auto Body,0x809ac4a414589191:0x76d14297a565fd1d,auto,4.6,13
6094,American Furniture Galleries | Folsom,0x809ae5fe6bef99cf:0x64924d3f511d7117,retail,4.6,147
6096,Honest Engine,0x809ad0ede8493081:0xc2c5df9ff781104d,auto,4.5,18
6099,BP,0x809adb0c1f2409cd:0xe4d9bf0a83fdc7d8,auto,4.0,18
6102,New Sara Beauty Salon,0x809ad1215f320af3:0x38143507dbf95483,beauty,4.8,23
6106,Glam Hair & Nail Crafters,0x809ac6b959b3ed91:0x53dc9edc7b59c147,beauty,4.0,58
6108,Metro by T-Mobile,0x809ac7beb40ee5b9:0xa4b29ac5b4bf85ea,retail,4.2,24
6109,Bella Beauty Salon,0x809ac6b9414a4f3f:0x4e0d10b543683a2f,beauty,3.8,35
6110,Stereo Icon of Elk Grove,0x809abf555ebb2ded:0x483fee34837c0dc,auto,4.8,38
6111,Express Smog Pros (STAR STATION),0x809adb444cbd5f41:0x50b1f619523a9728,auto,4.7,128
6113,76,0x809ad11e5be81a9b:0xe03e516121dd7a39,auto,3.7,106
6116,Long Dollar Store,0x809ad7902625de9f:0x53147596020c6aa8,retail,4.8,14
6121,Woodland Gymnastics,0x8084d1086f2cdb67:0xf0ec5cc3d961e609,recreation,4.2,8
6123,Pizza Guys,0x809ac648b31f78c3:0x71ff6924ced19c49,restaurant,4.2,78
6124,Everson Hall,0x8085290e59dcddc3:0x8a566d98d45e6e0b,education,4.3,4
6125,88 Test Only,0x809ac5957840581b:0xe316e52ced3f8629,auto,4.1,18
6126,Fire Wings Midtown,0x809ad149a37f8e99:0x3a802f333ec67506,restaurant,4.1,34
6127,76,0x809ad1a48efc5fc3:0xcbde72f642bdcf00,auto,4.1,35
6129,Antojo Street Taco Bar,0x809ad17701b57089:0xc03c8ab097103a41,restaurant,4.4,62
6131,T-Mobile,0x809ac52de1b703cd:0x6a9cbf3480a90855,retail,3.7,153
6133,Rincon Towing Inc,0x809ad08c2fea6a17:0x6754ac16cab0389d,auto,3.3,38
6135,Finecuts,0x809ae41b3cec1a1b:0xe52aa492aa76c142,beauty,4.7,51
6136,Club 2 Me,0x809ada78b9b49241:0x52f75c163bca4702,restaurant,4.4,88
6137,EYEcenter Optometric,0x809adf1b0071d4ff:0xb109d66e620e8c93,health,4.7,195
6138,Dunnigan Market,0x8084be0d43805cb3:0xd0d036288ea077e0,grocery,4.2,45
6139,Natomas Family Practice,0x809b29e1cddb007d:0xd663d2da3337f346,health,3.7,38
6141,PizzaRev,0x809ade19992a1e31:0xffa590ebf62d1fa3,restaurant,4.3,248
6142,Raley's,0x809b29dfac2a1b8d:0xc76143f51061a3c,grocery,4.3,1007
6144,Shell,0x809ac702f05eb39f:0xd58b6a638ece65c4,auto,3.9,28
6145,The Rink,0x809adcbe9ef6195b:0x79aa65b2db7f2c32,recreation,4.3,706
6146,Discount Cigarettes & Gifts,0x809adaa9ffd495cf:0x2787b6ae5a3b8a50,retail,4.3,18
6147,AZ Auto Dismantler & AUTO REPAIR,0x809ac45578821469:0x8cf31a8dbe3b21be,auto,4.1,28
6148,Taco Bell,0x809ad019afb751af:0xe21efa6dc5be9b72,restaurant,3.7,1271
6149,Starbucks,0x809ad92b2f2f267f:0xdfec2dc88a0b8475,restaurant,4.2,798
6150,Haya Sushi,0x809adfba39276747:0xb65a01443520a073,restaurant,4.4,797
6151,OshKosh B'gosh - Curbside Available,0x809ada3c78e55f59:0xa04025d06b875f97,retail,4.3,33
6155,99 Plus Mart,0x809ac56864787a23:0x5da526ca7f19f96,grocery,4.0,8
6156,Rossy's Furniture,0x809ad02326ba184f:0x1613b04773621419,retail,4.2,16
6158,Metro by T-Mobile,0x809acfc9635fa0f3:0xdb59efa3e151cd6c,retail,3.8,18
6159,Golden State Auto Parts,0x809ae7fdfcc4b4bd:0x439c18784833727f,auto,5.0,8
6160,Gomez Tires,0x809ad8244f53800d:0x363e34a50eab920c,auto,4.6,166
6162,Pitt's Stop Restaurant,0x809acfe88d8a2d33:0x8336f03c0a635dd2,restaurant,4.5,116
6164,Outward Appearance Barber Shop,0x809ac5aa303a9747:0x35da2c9f85b7d268,beauty,4.5,27
6165,Del Paso Auto Dismantlers,0x809ad7463b343781:0xd0a4cd19bf8d752,auto,3.6,48
6166,TCi Tire Centers,0x809ad4771c79f277:0x5f0a1227e073e2e7,auto,2.8,6
6168,Chipotle Mexican Grill,0x809ad638eba5eb45:0x5ea247ce7be8b267,restaurant,3.9,826
6169,atlantic auto sales,0x809ada339c17ee27:0x86ee6a18ac81ab59,auto,4.2,46
6171,WellSpace Health Alhambra Community Health Center,0x809ad0f451790e0f:0x23434fa8d12b467b,health,2.7,138
6172,WellSpace Health Oak Park Community Health Center,0x809ad0696ce97479:0xad6596782cc78c5e,health,2.7,13
6173,SETA Head Start,0x809adf478d31c7dd:0x1e4a8bfaf5fa3fd4,health,4.4,5
6176,Shalimar Grill,0x809ac59c3317e12b:0xe0b2c4a66dead86b,restaurant,4.2,106
6181,Deseret Industries Thrift Store,0x809ad9736898943d:0x9823b130dc579ddf,retail,4.4,207
6182,Happy Nails,0x809ad9cee82699c3:0x143ba0ef8f980aea,beauty,3.6,66
6183,Shop 4 Less (Bazaar),0x809adb961c83fbcf:0xf3b5e3582416e0ab,retail,4.1,18
6184,Forever Nails,0x809ae403031e640d:0x88f6ee0f365025f9,beauty,4.5,18
6185,Kim's Expert Hair Cuts,0x809ad965fed9e649:0x1c86267933ac48c5,beauty,3.7,27
6186,Cal-State Auto Service,0x809ad0016cf50e4d:0xf1cf267105bf2648,auto,4.2,38
6187,ProTech Barbershop,0x809ade420d3c8b8d:0xfb8149e78b0e5852,beauty,4.5,74
6191,Peregrine Park,0x809ad66ff0e23deb:0xa44d7271360a0cc6,recreation,4.3,88
6194,Cabrillo Pool,0x809ace36c260bea3:0xcda7038bd09211d9,recreation,4.5,47
6196,FosterHope Sacramento,0x809ad9380aad3de9:0x2989a36124ac6e6f,health,3.9,8
6197,Hair Pros Beauty Salon,0x809adbb61d7a1dbd:0x9394689a09b929c3,beauty,4.4,38
6199,Cultivé Frozen Yogurt,0x80852974a5bf0717:0xb3640fdd0b4fdc59,restaurant,4.5,78
6201,Sacramento County Health Department,0x809acf8947ad1e8f:0xdbfbc66679dc476a,health,2.3,6
6202,US Furniture and Upholstery,0x809adbd52cb14677:0x43a32a633711833f,retail,4.2,5
6203,Morrows Tailor Shop,0x809ada5904ce3365:0xad1fe446c1723ed1,retail,3.9,13
6204,Renova Pool Tile Cleaning,0x809acf7401cc69d7:0x39e6372e0d125f8a,recreation,4.8,8
6205,Edge Studios,0x809ada59b20bf99f:0x79985169a388b684,recreation,4.8,8
6207,Aggie's Barber Shop,0x808529739eb6e7a7:0x78a8f3c0f7527411,beauty,3.7,28
6208,Hoffmann Automotive,0x80852bd62e3530e5:0x267defe6b4436cf8,auto,4.5,48
6210,Mercy General Hospital,0x809ad09b0d6d0371:0x664124b9fcdecfe8,health,4.2,568
6211,Little Caesars Pizza,0x809ad1ca0524060d:0x60ba04d7d0790f88,restaurant,3.9,318
6212,O'Reilly Auto Parts,0x809ad6ae3b7cc2ff:0x8fc7731044df1bd0,auto,4.5,167
6213,Folsom City Lions Park,0x809ae3fed6e797f3:0xc5c707047e2e630f,recreation,4.5,798
6214,Quik Stop,0x809ade1a36ea3951:0x2bed941f454671ac,auto,4.3,228
6216,Flaming Grill Cafe of West Sacramento - Exotic Burgers & Craft Beer,0x809ad4089aabed9d:0x54fabed528917c3d,restaurant,4.5,515
6217,Fitness Evolution,0x809add11394e247d:0x9d8c21e969e0dff7,recreation,3.7,58
6218,Five Guys,0x809add83e782c541:0x7de9ceb25aa50fa,restaurant,4.2,677
6219,At Home,0x809acf377aec024d:0x551a1ba3e285a769,retail,5.0,3
6220,Chevron,0x809adb8fef0f51c5:0xf47f25de46f41546,auto,4.1,27
6222,Nueva Imagen Beauty Salon,0x809ad73dafd16813:0x9b1024e3dc057975,beauty,4.0,6
6223,Capital Tire,0x809ad6b1a2a84c71:0x6a0f5ab2d319e9a1,auto,4.5,44
6224,Papas & Wings,0x809aa3b854e9d673:0x49f8e57878638808,restaurant,4.1,85
6225,Goodwill Sacramento Valley & Northern Nevada,0x809adb3347230753:0xccf5dbaf60fa4357,retail,4.3,68
6226,Color me Pretty Hair Salon,0x809ada3893d17fd5:0x407b312ee01f4be,beauty,4.6,12
6228,Metro by T-Mobile,0x809acf91c3d1b163:0x2c980f4b77f03925,retail,3.8,28
6229,Breast Imaging Center at Capitol Imaging,0x809ad0946d0b676d:0xbf9e29e2d64f439f,health,5.0,2
6230,Metro by T-Mobile,0x809ada8430518ac7:0x34bcf1b5a4249d22,retail,4.1,12
6231,Nine27 Salon,0x809ad0c4d5c03fb7:0x8c91fa4f49ade45b,beauty,5.0,5
6234,U-Haul Moving & Storage at 47th Ave & Stockton Blvd,0x809ac55d2c2c0c5f:0x46acb6f4888ffd59,auto,3.2,38
6235,Schermer Eye Associates,0x809ada4cadba95f3:0xfcac6b6e1ce2f7a7,health,5.0,213
6236,Richard Brunelle Performance Hall,0x808529bb72aa16d3:0xac8fc3fe960b6ec4,education,4.6,58
6239,Sunshine Beauty Supply,0x809ac565ed3b5d3f:0x89edc067681c52ea,beauty,4.1,28
6240,Trophy Beauty Suites,0x809ac8c723708ff3:0x73823d6eefa625f8,health,5.0,13
6242,Boucane's Smokehouse,0x809afaba525fedf9:0xcb49cf8d98fd12f1,restaurant,4.5,8
6244,ReFuel Energy - CNG,0x809ac4c2c3ba386b:0xe3b50bfd319babeb,auto,4.0,4
6245,Lafitte Music Center,0x809ae0b21d596943:0xf17fdcfc3c1ffb11,education,4.7,13
6246,Watt Avenue Pet Hospital,0x809ad965e0aa2305:0xd6ae0c7037e85cbe,health,4.2,8
6247,Bel Air,0x809ac54d05d10891:0x54f67e2a737244a,grocery,4.3,1308
6249,Young's Auto Center,0x809ad004a9732a3b:0xbe4062467c3d30cd,auto,4.2,388
6250,Hopkins Park,0x809acfb103d1a2c5:0x2265e23297358af5,recreation,4.1,108
6253,King's Beauty Supply,0x809acfc984618517:0x8b24de73814e0ea3,beauty,4.3,18
6255,Steve Jones Park,0x809acfb037540f3b:0xc34d280e16e74597,recreation,4.0,38
6256,SacTee,0x809ac596105b5e67:0x7346cf54d418ae0c,retail,4.1,37
6257,Capital Family Dental,0x809ad094c15d7347:0xe7c6e9fcc6f4ca31,health,2.8,56
6260,Riverview Hall,0x809ada8adf121b91:0x9015770fe497603f,education,4.6,8
6261,TOGO'S Sandwiches--TEMPORARILY CLOSED,0x809ada8a580b4a85:0x9fc705c688595e82,restaurant,3.7,26
6263,Coffee's Barbershop,0x809aded8380fc70f:0xf145bd44f82fcce,beauty,4.8,68
6266,Emser Tile,0x809adcc717072a5f:0x9fe7104586d42461,retail,4.3,38
6268,The Jackson Laboratory Sacramento,0x809ad83eb6aed2c3:0xa3124bff2e253bad,health,4.3,3
6270,Sac Sports Bar,0x809b2b7414100a27:0xf3279060d2c4b390,restaurant,2.0,1
6274,Buffalo's Pizza,0x809ad8d23e9b0505:0xd63468a2ab0b975e,restaurant,4.4,148
6275,USA Petroleum Station,0x809ad987dec94bd1:0xed046de41514629d,auto,1.0,1
6276,Knight's Automotive,0x809ac52b02ba0bef:0x741da90e539e8c5e,auto,4.8,38
6277,USA ONE,0x809ac48979461dbf:0x3738d09c2a22714,auto,3.7,16
6278,Circle K,0x8084d1518c3328b9:0xa96e73f752e3395a,auto,3.0,8
6280,KBAR,0x809ad129a3ee4595:0x8c325c33cc5bf20c,restaurant,3.7,58
6283,Ideal Automotive,0x809ad022e50ae71f:0xec41b47ddfef1f62,auto,4.5,18
6286,Eastern F&B Massage,0x809ae410a86552b7:0xc60d6123207ef183,beauty,4.4,28
6288,H. Allen Hight Elementary,0x809b29f4ed2415e1:0xe35378f61524cf0c,education,3.9,17
6289,Laguna Children's Dental Care,0x809ac705d2686113:0xee4a47f8eeb264e8,health,4.0,6
6291,Leonardi Tattoo,0x809ad9338c05b0fb:0xa05d9c3373edd23a,education,4.9,28
6294,BurgerIM,0x809ac14cd495b559:0xdc0619eb15037d5d,restaurant,3.4,68
6295,Anna's Vegan Cafe,0x809ad07379144513:0xcdd34f8a305738f5,restaurant,4.7,332
6296,Niello BMW Elk Grove,0x809ac77205a8826f:0x5de2b2ce02326c7,auto,4.4,238
6297,IPB Autosport,0x809ad0d4cacdebed:0x4369ae5e2ceef68a,auto,4.9,97
6298,BG Motors,0x809adad2f9d3b297:0xa98d06aa9f107418,auto,4.8,14
6299,Diamond Auto Body,0x809ad04f00c22e07:0xc3fb4c5c6e089c8c,auto,4.3,34
6300,mOO mOo & Nubo,0x809adbe2d050fe63:0x626bca08ef061c47,restaurant,4.6,28
6301,Grocery Outlet,0x80852982bafd37bf:0xb81217200c208309,grocery,4.4,496
6302,The LODGE,0x809add6ac3a24315:0xa043a1f3ae5224a6,restaurant,4.1,64
6306,Waterton Way River Access (SARA Park),0x809adb4e31398f6d:0xac4f40db7468d5d2,recreation,3.5,2
6309,American Barber Shop,0x809ae6ac8b2bc123:0xd9eb9b4be6b52829,beauty,4.8,48
6311,CrossFit 916,0x809ac8f1c942517b:0x5f3f6308f115705d,recreation,4.9,65
6312,USA WHEEL & TIRE INC,0x809acfe79f4a3ba7:0xaa7f0b39e6e111c2,auto,4.6,158
6313,Thai Issan,0x809acf91c3dd950b:0x4a8c9bbf82b1e1e9,restaurant,4.4,105
6314,Hi & Buy Pizza,0x809ad1ce2d56b649:0x1c66d2570aad709b,grocery,3.7,58
6315,Andy's Salon,0x809ac5947d8efedb:0x90a6dd8b4496d3e8,beauty,3.8,37
6316,Noami Sato Md,0x809ace033011636b:0xe625a3c410ee9521,health,3.2,6
